,speed,accel,hand,
"('rosalina', 'sport bike', 'sponge', 'Peach Parasol*')",0,0.5,0.5,N
"('rosalina', 'sneeker', 'sponge', 'Clouds*')",0,0.5,0.5,N
"('rosalina', 'sneeker', 'sponge', 'Peach Parasol*')",0,0.5,0.5,N
"('cat peach', 'steal driver', 'off road', 'Super Glider*')",0,0.5,0.5,N
"('cat peach', 'steal driver', 'off road', 'Wario*')",0,0.5,0.5,N
"('mario', 'steal driver', 'standard', 'Clouds*')",0,0.5,0.5,N
"('mario', 'steal driver', 'standard', 'Peach Parasol*')",0,0.5,0.5,N
"('mario', 'steal driver', 'button', 'Super Glider*')",0,0.5,0.5,N
"('mario', 'steal driver', 'button', 'Wario*')",0,0.5,0.5,N
"('rosalina', 'steal driver', 'roller', 'Super Glider*')",0,0.5,0.5,N
"('rosalina', 'steal driver', 'roller', 'Wario*')",0,0.5,0.5,N
"('luigi', '300sl roadster', 'monster', 'Super Glider*')",0,0.5,0.5,N
"('luigi', '300sl roadster', 'monster', 'Wario*')",0,0.5,0.5,N
"('waluigi', 'koopa clown', 'sponge', 'Clouds*')",0,0.5,0.5,N
"('waluigi', 'koopa clown', 'sponge', 'Peach Parasol*')",0,0.5,0.5,N
"('toad', 'GLA', 'off road', 'Clouds*')",0.25,0.5,0.5,N
"('toad', 'GLA', 'off road', 'Peach Parasol*')",0.25,0.5,0.5,N
"('toadette', 'GLA', 'off road', 'Super Glider*')",0.25,0.5,0.5,N
"('toadette', 'GLA', 'off road', 'Wario*')",0.25,0.5,0.5,N
"('cat peach', 'GLA', 'sponge', 'Super Glider*')",0.25,0.5,0.5,N
"('cat peach', 'GLA', 'sponge', 'Wario*')",0.25,0.5,0.5,N
"('peach', 'sport bike', 'monster', 'Clouds*')",0.25,0.5,0.5,N
"('peach', 'sport bike', 'monster', 'Peach Parasol*')",0.25,0.5,0.5,N
"('toonooki mar', 'sport bike', 'monster', 'Clouds*')",0.25,0.5,0.5,N
"('toonooki mar', 'sport bike', 'monster', 'Peach Parasol*')",0.25,0.5,0.5,N
"('peach', 'sneeker', 'monster', 'Clouds*')",0.25,0.5,0.5,N
"('peach', 'sneeker', 'monster', 'Peach Parasol*')",0.25,0.5,0.5,N
"('toonooki mar', 'sneeker', 'monster', 'Clouds*')",0.25,0.5,0.5,N
"('toonooki mar', 'sneeker', 'monster', 'Peach Parasol*')",0.25,0.5,0.5,N
"('luigi', 'steal driver', 'sponge', 'Clouds*')",0.25,0.5,0.5,N
"('luigi', 'steal driver', 'sponge', 'Peach Parasol*')",0.25,0.5,0.5,N
"('peach', 'steal driver', 'sponge', 'Super Glider*')",0.25,0.5,0.5,N
"('peach', 'steal driver', 'sponge', 'Wario*')",0.25,0.5,0.5,N
"('toonooki mar', 'steal driver', 'sponge', 'Super Glider*')",0.25,0.5,0.5,N
"('toonooki mar', 'steal driver', 'sponge', 'Wario*')",0.25,0.5,0.5,N
"('toad', 'circuit soecial', 'monster', 'Clouds*')",0.5,0.5,0.5,N
"('toad', 'circuit soecial', 'monster', 'Peach Parasol*')",0.5,0.5,0.5,N
"('toadette', 'circuit soecial', 'monster', 'Super Glider*')",0.5,0.5,0.5,N
"('toadette', 'circuit soecial', 'monster', 'Wario*')",0.5,0.5,0.5,N
"('toad', 'steal driver', 'monster', 'Clouds*')",0.75,0.5,0.5,N
"('toad', 'steal driver', 'monster', 'Peach Parasol*')",0.75,0.5,0.5,N
"('toadette', 'steal driver', 'monster', 'Super Glider*')",0.75,0.5,0.5,N
"('toadette', 'steal driver', 'monster', 'Wario*')",0.75,0.5,0.5,N
"('baby mario', 'GLA', 'monster', 'Clouds*')",1,0.5,0.5,N
"('baby mario', 'GLA', 'monster', 'Peach Parasol*')",1,0.5,0.5,N
"('waluigi', 'sport bike', 'standard', 'Super Glider*')",-1,0.75,0.5,
"('waluigi', 'sport bike', 'standard', 'Wario*')",-1,0.75,0.5,
"('waluigi', 'sneeker', 'standard', 'Super Glider*')",-1,0.75,0.5,
"('waluigi', 'sneeker', 'standard', 'Wario*')",-1,0.75,0.5,
"('waluigi', 'splat buggy', 'slim', 'Clouds*')",-1,0.75,0.5,
"('waluigi', 'splat buggy', 'slim', 'Peach Parasol*')",-1,0.75,0.5,
"('wario', '300sl roadster', 'slim', 'Clouds*')",-1,0.75,0.5,
"('wario', '300sl roadster', 'slim', 'Peach Parasol*')",-1,0.75,0.5,
"('waluigi', 'comet', 'Slick', 'Super Glider*')",-1,0.75,0.5,
"('waluigi', 'comet', 'Slick', 'Wario*')",-1,0.75,0.5,
"('bowser', 'comet', 'slim', 'Super Glider*')",-1,0.75,0.5,
"('bowser', 'comet', 'slim', 'Wario*')",-1,0.75,0.5,
"('waluigi', 'W25 silver arrow', 'Slick', 'Super Glider*')",-1,0.75,0.5,
"('waluigi', 'W25 silver arrow', 'Slick', 'Wario*')",-1,0.75,0.5,
"('bowser', 'W25 silver arrow', 'slim', 'Super Glider*')",-1,0.75,0.5,
"('bowser', 'W25 silver arrow', 'slim', 'Wario*')",-1,0.75,0.5,
"('wario', 'pipe frame', 'Slick', 'Super Glider*')",-1,0.75,0.5,
"('wario', 'pipe frame', 'Slick', 'Wario*')",-1,0.75,0.5,
"('waluigi', 'mach8', 'slim', 'Clouds*')",-0.75,0.75,0.5,N
"('waluigi', 'mach8', 'slim', 'Peach Parasol*')",-0.75,0.75,0.5,N
"('metal mario', '300sl roadster', 'Slick', 'Clouds*')",-0.75,0.75,0.5,N
"('metal mario', '300sl roadster', 'Slick', 'Peach Parasol*')",-0.75,0.75,0.5,N
"('waluigi', 'comet', 'Metal', 'Clouds*')",-0.75,0.75,0.5,N
"('waluigi', 'comet', 'Metal', 'Peach Parasol*')",-0.75,0.75,0.5,N
"('waluigi', 'W25 silver arrow', 'Metal', 'Clouds*')",-0.75,0.75,0.5,N
"('waluigi', 'W25 silver arrow', 'Metal', 'Peach Parasol*')",-0.75,0.75,0.5,N
"('waluigi', 'landship', 'Metal', 'Super Glider*')",-0.75,0.75,0.5,N
"('waluigi', 'landship', 'Metal', 'Wario*')",-0.75,0.75,0.5,N
"('wario', 'pipe frame', 'Metal', 'Clouds*')",-0.75,0.75,0.5,N
"('wario', 'pipe frame', 'Metal', 'Peach Parasol*')",-0.75,0.75,0.5,N
"('wario', 'biddybuggy', 'Metal', 'Super Glider*')",-0.75,0.75,0.5,N
"('wario', 'biddybuggy', 'Metal', 'Wario*')",-0.75,0.75,0.5,N
"('mario', 'circuit soecial', 'standard', 'Super Glider*')",-0.5,0.75,0.5,N
"('mario', 'circuit soecial', 'standard', 'Wario*')",-0.5,0.75,0.5,N
"('mario', 'sport bike', 'off road', 'Super Glider*')",-0.5,0.75,0.5,N
"('mario', 'sport bike', 'off road', 'Wario*')",-0.5,0.75,0.5,N
"('metal mario', 'sport bike', 'sponge', 'Super Glider*')",-0.5,0.75,0.5,N
"('metal mario', 'sport bike', 'sponge', 'Wario*')",-0.5,0.75,0.5,N
"('mario', 'sneeker', 'off road', 'Super Glider*')",-0.5,0.75,0.5,N
"('mario', 'sneeker', 'off road', 'Wario*')",-0.5,0.75,0.5,N
"('metal mario', 'sneeker', 'sponge', 'Super Glider*')",-0.5,0.75,0.5,N
"('metal mario', 'sneeker', 'sponge', 'Wario*')",-0.5,0.75,0.5,N
"('mario', 'splat buggy', 'Slick', 'Clouds*')",-0.5,0.75,0.5,N
"('mario', 'splat buggy', 'Slick', 'Peach Parasol*')",-0.5,0.75,0.5,N
"('rosalina', '300sl roadster', 'Slick', 'Clouds*')",-0.5,0.75,0.5,N
"('rosalina', '300sl roadster', 'Slick', 'Peach Parasol*')",-0.5,0.75,0.5,N
"('wario', 'koopa clown', 'standard', 'Clouds*')",-0.5,0.75,0.5,N
"('wario', 'koopa clown', 'standard', 'Peach Parasol*')",-0.5,0.75,0.5,N
"('wario', 'koopa clown', 'button', 'Super Glider*')",-0.5,0.75,0.5,N
"('wario', 'koopa clown', 'button', 'Wario*')",-0.5,0.75,0.5,N
"('luigi', 'circuit soecial', 'sponge', 'Super Glider*')",-0.25,0.75,0.5,N
"('luigi', 'circuit soecial', 'sponge', 'Wario*')",-0.25,0.75,0.5,N
"('luigi', 'GLA', 'standard', 'Clouds*')",-0.25,0.75,0.5,N
"('luigi', 'GLA', 'standard', 'Peach Parasol*')",-0.25,0.75,0.5,N
"('peach', 'GLA', 'standard', 'Super Glider*')",-0.25,0.75,0.5,N
"('peach', 'GLA', 'standard', 'Wario*')",-0.25,0.75,0.5,N
"('toonooki mar', 'GLA', 'standard', 'Super Glider*')",-0.25,0.75,0.5,N
"('toonooki mar', 'GLA', 'standard', 'Wario*')",-0.25,0.75,0.5,N
"('luigi', 'GLA', 'button', 'Super Glider*')",-0.25,0.75,0.5,N
"('luigi', 'GLA', 'button', 'Wario*')",-0.25,0.75,0.5,N
"('rosalina', 'sport bike', 'sponge', 'Super Glider*')",-0.25,0.75,0.5,N
"('rosalina', 'sport bike', 'sponge', 'Wario*')",-0.25,0.75,0.5,N
"('rosalina', 'sneeker', 'sponge', 'Super Glider*')",-0.25,0.75,0.5,N
"('rosalina', 'sneeker', 'sponge', 'Wario*')",-0.25,0.75,0.5,N
"('mario', 'steal driver', 'standard', 'Super Glider*')",-0.25,0.75,0.5,N
"('mario', 'steal driver', 'standard', 'Wario*')",-0.25,0.75,0.5,N
"('mario', 'mach8', 'Slick', 'Clouds*')",-0.25,0.75,0.5,N
"('mario', 'mach8', 'Slick', 'Peach Parasol*')",-0.25,0.75,0.5,N
"('metal mario', 'koopa clown', 'off road', 'Clouds*')",-0.25,0.75,0.5,N
"('metal mario', 'koopa clown', 'off road', 'Peach Parasol*')",-0.25,0.75,0.5,N
"('waluigi', 'koopa clown', 'sponge', 'Super Glider*')",-0.25,0.75,0.5,N
"('waluigi', 'koopa clown', 'sponge', 'Wario*')",-0.25,0.75,0.5,N
"('toad', 'GLA', 'off road', 'Super Glider*')",0,0.75,0.5,N
"('toad', 'GLA', 'off road', 'Wario*')",0,0.75,0.5,N
"('luigi', 'sport bike', 'monster', 'Clouds*')",0,0.75,0.5,N
"('luigi', 'sport bike', 'monster', 'Peach Parasol*')",0,0.75,0.5,N
"('peach', 'sport bike', 'monster', 'Super Glider*')",0,0.75,0.5,N
"('peach', 'sport bike', 'monster', 'Wario*')",0,0.75,0.5,N
"('toonooki mar', 'sport bike', 'monster', 'Super Glider*')",0,0.75,0.5,N
"('toonooki mar', 'sport bike', 'monster', 'Wario*')",0,0.75,0.5,N
"('luigi', 'sneeker', 'monster', 'Clouds*')",0,0.75,0.5,N
"('luigi', 'sneeker', 'monster', 'Peach Parasol*')",0,0.75,0.5,N
"('peach', 'sneeker', 'monster', 'Super Glider*')",0,0.75,0.5,N
"('peach', 'sneeker', 'monster', 'Wario*')",0,0.75,0.5,N
"('toonooki mar', 'sneeker', 'monster', 'Super Glider*')",0,0.75,0.5,N
"('toonooki mar', 'sneeker', 'monster', 'Wario*')",0,0.75,0.5,N
"('luigi', 'steal driver', 'sponge', 'Super Glider*')",0,0.75,0.5,N
"('luigi', 'steal driver', 'sponge', 'Wario*')",0,0.75,0.5,N
"('rosalina', 'koopa clown', 'off road', 'Clouds*')",0,0.75,0.5,N
"('rosalina', 'koopa clown', 'off road', 'Peach Parasol*')",0,0.75,0.5,N
"('toad', 'circuit soecial', 'monster', 'Super Glider*')",0.25,0.75,0.5,N
"('toad', 'circuit soecial', 'monster', 'Wario*')",0.25,0.75,0.5,N
"('toad', 'steal driver', 'monster', 'Super Glider*')",0.5,0.75,0.5,N
"('toad', 'steal driver', 'monster', 'Wario*')",0.5,0.75,0.5,N
"('mario', 'koopa clown', 'monster', 'Clouds*')",0.5,0.75,0.5,N
"('mario', 'koopa clown', 'monster', 'Peach Parasol*')",0.5,0.75,0.5,N
"('koopa troopa', 'GLA', 'monster', 'Clouds*')",0.75,0.75,0.5,N
"('koopa troopa', 'GLA', 'monster', 'Peach Parasol*')",0.75,0.75,0.5,N
"('baby mario', 'GLA', 'monster', 'Super Glider*')",0.75,0.75,0.5,N
"('baby mario', 'GLA', 'monster', 'Wario*')",0.75,0.75,0.5,N
"('waluigi', 'splat buggy', 'slim', 'Super Glider*')",-1.25,1,0.5,
"('waluigi', 'splat buggy', 'slim', 'Wario*')",-1.25,1,0.5,
"('wario', '300sl roadster', 'slim', 'Super Glider*')",-1.25,1,0.5,
"('wario', '300sl roadster', 'slim', 'Wario*')",-1.25,1,0.5,
"('waluigi', 'mach8', 'slim', 'Super Glider*')",-1,1,0.5,N
"('waluigi', 'mach8', 'slim', 'Wario*')",-1,1,0.5,N
"('metal mario', '300sl roadster', 'Slick', 'Super Glider*')",-1,1,0.5,N
"('metal mario', '300sl roadster', 'Slick', 'Wario*')",-1,1,0.5,N
"('waluigi', 'comet', 'Metal', 'Super Glider*')",-1,1,0.5,N
"('waluigi', 'comet', 'Metal', 'Wario*')",-1,1,0.5,N
"('waluigi', 'W25 silver arrow', 'Metal', 'Super Glider*')",-1,1,0.5,N
"('waluigi', 'W25 silver arrow', 'Metal', 'Wario*')",-1,1,0.5,N
"('wario', 'pipe frame', 'Metal', 'Super Glider*')",-1,1,0.5,N
"('wario', 'pipe frame', 'Metal', 'Wario*')",-1,1,0.5,N
"('mario', 'splat buggy', 'Slick', 'Super Glider*')",-0.75,1,0.5,N
"('mario', 'splat buggy', 'Slick', 'Wario*')",-0.75,1,0.5,N
"('metal mario', '300sl roadster', 'Metal', 'Clouds*')",-0.75,1,0.5,N
"('metal mario', '300sl roadster', 'Metal', 'Peach Parasol*')",-0.75,1,0.5,N
"('rosalina', '300sl roadster', 'Slick', 'Super Glider*')",-0.75,1,0.5,N
"('rosalina', '300sl roadster', 'Slick', 'Wario*')",-0.75,1,0.5,N
"('wario', 'koopa clown', 'standard', 'Super Glider*')",-0.75,1,0.5,N
"('wario', 'koopa clown', 'standard', 'Wario*')",-0.75,1,0.5,N
"('peach', 'circuit soecial', 'Slick', 'Clouds*')",-0.5,1,0.5,N
"('peach', 'circuit soecial', 'Slick', 'Peach Parasol*')",-0.5,1,0.5,N
"('toonooki mar', 'circuit soecial', 'Slick', 'Clouds*')",-0.5,1,0.5,N
"('toonooki mar', 'circuit soecial', 'Slick', 'Peach Parasol*')",-0.5,1,0.5,N
"('luigi', 'GLA', 'standard', 'Super Glider*')",-0.5,1,0.5,N
"('luigi', 'GLA', 'standard', 'Wario*')",-0.5,1,0.5,N
"('mario', 'splat buggy', 'Metal', 'Clouds*')",-0.5,1,0.5,N
"('mario', 'splat buggy', 'Metal', 'Peach Parasol*')",-0.5,1,0.5,N
"('mario', 'mach8', 'Slick', 'Super Glider*')",-0.5,1,0.5,N
"('mario', 'mach8', 'Slick', 'Wario*')",-0.5,1,0.5,N
"('rosalina', '300sl roadster', 'Metal', 'Clouds*')",-0.5,1,0.5,N
"('rosalina', '300sl roadster', 'Metal', 'Peach Parasol*')",-0.5,1,0.5,N
"('metal mario', 'koopa clown', 'off road', 'Super Glider*')",-0.5,1,0.5,N
"('metal mario', 'koopa clown', 'off road', 'Wario*')",-0.5,1,0.5,N
"('cat peach', 'GLA', 'Slick', 'Clouds*')",-0.25,1,0.5,N
"('cat peach', 'GLA', 'Slick', 'Peach Parasol*')",-0.25,1,0.5,N
"('luigi', 'sport bike', 'monster', 'Super Glider*')",-0.25,1,0.5,N
"('luigi', 'sport bike', 'monster', 'Wario*')",-0.25,1,0.5,N
"('luigi', 'sneeker', 'monster', 'Super Glider*')",-0.25,1,0.5,N
"('luigi', 'sneeker', 'monster', 'Wario*')",-0.25,1,0.5,N
"('peach', 'steal driver', 'Slick', 'Clouds*')",-0.25,1,0.5,N
"('peach', 'steal driver', 'Slick', 'Peach Parasol*')",-0.25,1,0.5,N
"('toonooki mar', 'steal driver', 'Slick', 'Clouds*')",-0.25,1,0.5,N
"('toonooki mar', 'steal driver', 'Slick', 'Peach Parasol*')",-0.25,1,0.5,N
"('mario', 'mach8', 'Metal', 'Clouds*')",-0.25,1,0.5,N
"('mario', 'mach8', 'Metal', 'Peach Parasol*')",-0.25,1,0.5,N
"('rosalina', 'koopa clown', 'off road', 'Super Glider*')",-0.25,1,0.5,N
"('rosalina', 'koopa clown', 'off road', 'Wario*')",-0.25,1,0.5,N
"('mario', 'koopa clown', 'monster', 'Super Glider*')",0.25,1,0.5,N
"('mario', 'koopa clown', 'monster', 'Wario*')",0.25,1,0.5,N
"('koopa troopa', 'GLA', 'monster', 'Super Glider*')",0.5,1,0.5,N
"('koopa troopa', 'GLA', 'monster', 'Wario*')",0.5,1,0.5,N
"('wario', 'sport bike', 'slim', 'Clouds*')",-1.25,1.25,0.5,
"('wario', 'sport bike', 'slim', 'Peach Parasol*')",-1.25,1.25,0.5,
"('wario', 'sneeker', 'slim', 'Clouds*')",-1.25,1.25,0.5,
"('wario', 'sneeker', 'slim', 'Peach Parasol*')",-1.25,1.25,0.5,
"('metal mario', 'circuit soecial', 'slim', 'Clouds*')",-1,1.25,0.5,N
"('metal mario', 'circuit soecial', 'slim', 'Peach Parasol*')",-1,1.25,0.5,N
"('metal mario', 'sport bike', 'Slick', 'Clouds*')",-1,1.25,0.5,N
"('metal mario', 'sport bike', 'Slick', 'Peach Parasol*')",-1,1.25,0.5,N
"('metal mario', 'sneeker', 'Slick', 'Clouds*')",-1,1.25,0.5,N
"('metal mario', 'sneeker', 'Slick', 'Peach Parasol*')",-1,1.25,0.5,N
"('metal mario', '300sl roadster', 'Metal', 'Super Glider*')",-1,1.25,0.5,N
"('metal mario', '300sl roadster', 'Metal', 'Wario*')",-1,1.25,0.5,N
"('luigi', 'circuit soecial', 'Slick', 'Clouds*')",-0.75,1.25,0.5,N
"('luigi', 'circuit soecial', 'Slick', 'Peach Parasol*')",-0.75,1.25,0.5,N
"('peach', 'circuit soecial', 'Slick', 'Super Glider*')",-0.75,1.25,0.5,N
"('peach', 'circuit soecial', 'Slick', 'Wario*')",-0.75,1.25,0.5,N
"('toonooki mar', 'circuit soecial', 'Slick', 'Super Glider*')",-0.75,1.25,0.5,N
"('toonooki mar', 'circuit soecial', 'Slick', 'Wario*')",-0.75,1.25,0.5,N
"('rosalina', 'circuit soecial', 'slim', 'Clouds*')",-0.75,1.25,0.5,N
"('rosalina', 'circuit soecial', 'slim', 'Peach Parasol*')",-0.75,1.25,0.5,N
"('rosalina', 'sport bike', 'Slick', 'Clouds*')",-0.75,1.25,0.5,N
"('rosalina', 'sport bike', 'Slick', 'Peach Parasol*')",-0.75,1.25,0.5,N
"('rosalina', 'sneeker', 'Slick', 'Clouds*')",-0.75,1.25,0.5,N
"('rosalina', 'sneeker', 'Slick', 'Peach Parasol*')",-0.75,1.25,0.5,N
"('mario', 'splat buggy', 'Metal', 'Super Glider*')",-0.75,1.25,0.5,N
"('mario', 'splat buggy', 'Metal', 'Wario*')",-0.75,1.25,0.5,N
"('metal mario', 'steal driver', 'slim', 'Clouds*')",-0.75,1.25,0.5,N
"('metal mario', 'steal driver', 'slim', 'Peach Parasol*')",-0.75,1.25,0.5,N
"('rosalina', '300sl roadster', 'Metal', 'Super Glider*')",-0.75,1.25,0.5,N
"('rosalina', '300sl roadster', 'Metal', 'Wario*')",-0.75,1.25,0.5,N
"('waluigi', 'koopa clown', 'Slick', 'Clouds*')",-0.75,1.25,0.5,N
"('waluigi', 'koopa clown', 'Slick', 'Peach Parasol*')",-0.75,1.25,0.5,N
"('bowser', 'koopa clown', 'slim', 'Clouds*')",-0.75,1.25,0.5,N
"('bowser', 'koopa clown', 'slim', 'Peach Parasol*')",-0.75,1.25,0.5,N
"('peach', 'circuit soecial', 'Metal', 'Clouds*')",-0.5,1.25,0.5,N
"('peach', 'circuit soecial', 'Metal', 'Peach Parasol*')",-0.5,1.25,0.5,N
"('toonooki mar', 'circuit soecial', 'Metal', 'Clouds*')",-0.5,1.25,0.5,N
"('toonooki mar', 'circuit soecial', 'Metal', 'Peach Parasol*')",-0.5,1.25,0.5,N
"('cat peach', 'GLA', 'Slick', 'Super Glider*')",-0.5,1.25,0.5,N
"('cat peach', 'GLA', 'Slick', 'Wario*')",-0.5,1.25,0.5,N
"('mario', 'GLA', 'slim', 'Clouds*')",-0.5,1.25,0.5,N
"('mario', 'GLA', 'slim', 'Peach Parasol*')",-0.5,1.25,0.5,N
"('luigi', 'steal driver', 'Slick', 'Clouds*')",-0.5,1.25,0.5,N
"('luigi', 'steal driver', 'Slick', 'Peach Parasol*')",-0.5,1.25,0.5,N
"('peach', 'steal driver', 'Slick', 'Super Glider*')",-0.5,1.25,0.5,N
"('peach', 'steal driver', 'Slick', 'Wario*')",-0.5,1.25,0.5,N
"('toonooki mar', 'steal driver', 'Slick', 'Super Glider*')",-0.5,1.25,0.5,N
"('toonooki mar', 'steal driver', 'Slick', 'Wario*')",-0.5,1.25,0.5,N
"('rosalina', 'steal driver', 'slim', 'Clouds*')",-0.5,1.25,0.5,N
"('rosalina', 'steal driver', 'slim', 'Peach Parasol*')",-0.5,1.25,0.5,N
"('mario', 'mach8', 'Metal', 'Super Glider*')",-0.5,1.25,0.5,N
"('mario', 'mach8', 'Metal', 'Wario*')",-0.5,1.25,0.5,N
"('cat peach', 'GLA', 'Metal', 'Clouds*')",-0.25,1.25,0.5,N
"('cat peach', 'GLA', 'Metal', 'Peach Parasol*')",-0.25,1.25,0.5,N
"('peach', 'steal driver', 'Metal', 'Clouds*')",-0.25,1.25,0.5,N
"('peach', 'steal driver', 'Metal', 'Peach Parasol*')",-0.25,1.25,0.5,N
"('toonooki mar', 'steal driver', 'Metal', 'Clouds*')",-0.25,1.25,0.5,N
"('toonooki mar', 'steal driver', 'Metal', 'Peach Parasol*')",-0.25,1.25,0.5,N
"('wario', 'sport bike', 'slim', 'Super Glider*')",-1.5,1.5,0.5,
"('wario', 'sport bike', 'slim', 'Wario*')",-1.5,1.5,0.5,
"('wario', 'sneeker', 'slim', 'Super Glider*')",-1.5,1.5,0.5,
"('wario', 'sneeker', 'slim', 'Wario*')",-1.5,1.5,0.5,
"('metal mario', 'circuit soecial', 'slim', 'Super Glider*')",-1.25,1.5,0.5,N
"('metal mario', 'circuit soecial', 'slim', 'Wario*')",-1.25,1.5,0.5,N
"('metal mario', 'sport bike', 'Slick', 'Super Glider*')",-1.25,1.5,0.5,N
"('metal mario', 'sport bike', 'Slick', 'Wario*')",-1.25,1.5,0.5,N
"('metal mario', 'sneeker', 'Slick', 'Super Glider*')",-1.25,1.5,0.5,N
"('metal mario', 'sneeker', 'Slick', 'Wario*')",-1.25,1.5,0.5,N
"('luigi', 'circuit soecial', 'Slick', 'Super Glider*')",-1,1.5,0.5,N
"('luigi', 'circuit soecial', 'Slick', 'Wario*')",-1,1.5,0.5,N
"('rosalina', 'circuit soecial', 'slim', 'Super Glider*')",-1,1.5,0.5,N
"('rosalina', 'circuit soecial', 'slim', 'Wario*')",-1,1.5,0.5,N
"('metal mario', 'sport bike', 'Metal', 'Clouds*')",-1,1.5,0.5,N
"('metal mario', 'sport bike', 'Metal', 'Peach Parasol*')",-1,1.5,0.5,N
"('rosalina', 'sport bike', 'Slick', 'Super Glider*')",-1,1.5,0.5,N
"('rosalina', 'sport bike', 'Slick', 'Wario*')",-1,1.5,0.5,N
"('metal mario', 'sneeker', 'Metal', 'Clouds*')",-1,1.5,0.5,N
"('metal mario', 'sneeker', 'Metal', 'Peach Parasol*')",-1,1.5,0.5,N
"('rosalina', 'sneeker', 'Slick', 'Super Glider*')",-1,1.5,0.5,N
"('rosalina', 'sneeker', 'Slick', 'Wario*')",-1,1.5,0.5,N
"('metal mario', 'steal driver', 'slim', 'Super Glider*')",-1,1.5,0.5,N
"('metal mario', 'steal driver', 'slim', 'Wario*')",-1,1.5,0.5,N
"('waluigi', 'koopa clown', 'Slick', 'Super Glider*')",-1,1.5,0.5,N
"('waluigi', 'koopa clown', 'Slick', 'Wario*')",-1,1.5,0.5,N
"('bowser', 'koopa clown', 'slim', 'Super Glider*')",-1,1.5,0.5,N
"('bowser', 'koopa clown', 'slim', 'Wario*')",-1,1.5,0.5,N
"('luigi', 'circuit soecial', 'Metal', 'Clouds*')",-0.75,1.5,0.5,N
"('luigi', 'circuit soecial', 'Metal', 'Peach Parasol*')",-0.75,1.5,0.5,N
"('peach', 'circuit soecial', 'Metal', 'Super Glider*')",-0.75,1.5,0.5,N
"('peach', 'circuit soecial', 'Metal', 'Wario*')",-0.75,1.5,0.5,N
"('toonooki mar', 'circuit soecial', 'Metal', 'Super Glider*')",-0.75,1.5,0.5,N
"('toonooki mar', 'circuit soecial', 'Metal', 'Wario*')",-0.75,1.5,0.5,N
"('mario', 'GLA', 'slim', 'Super Glider*')",-0.75,1.5,0.5,N
"('mario', 'GLA', 'slim', 'Wario*')",-0.75,1.5,0.5,N
"('rosalina', 'sport bike', 'Metal', 'Clouds*')",-0.75,1.5,0.5,N
"('rosalina', 'sport bike', 'Metal', 'Peach Parasol*')",-0.75,1.5,0.5,N
"('rosalina', 'sneeker', 'Metal', 'Clouds*')",-0.75,1.5,0.5,N
"('rosalina', 'sneeker', 'Metal', 'Peach Parasol*')",-0.75,1.5,0.5,N
"('luigi', 'steal driver', 'Slick', 'Super Glider*')",-0.75,1.5,0.5,N
"('luigi', 'steal driver', 'Slick', 'Wario*')",-0.75,1.5,0.5,N
"('rosalina', 'steal driver', 'slim', 'Super Glider*')",-0.75,1.5,0.5,N
"('rosalina', 'steal driver', 'slim', 'Wario*')",-0.75,1.5,0.5,N
"('waluigi', 'koopa clown', 'Metal', 'Clouds*')",-0.75,1.5,0.5,N
"('waluigi', 'koopa clown', 'Metal', 'Peach Parasol*')",-0.75,1.5,0.5,N
"('cat peach', 'GLA', 'Metal', 'Super Glider*')",-0.5,1.5,0.5,N
"('cat peach', 'GLA', 'Metal', 'Wario*')",-0.5,1.5,0.5,N
"('luigi', 'steal driver', 'Metal', 'Clouds*')",-0.5,1.5,0.5,N
"('luigi', 'steal driver', 'Metal', 'Peach Parasol*')",-0.5,1.5,0.5,N
"('peach', 'steal driver', 'Metal', 'Super Glider*')",-0.5,1.5,0.5,N
"('peach', 'steal driver', 'Metal', 'Wario*')",-0.5,1.5,0.5,N
"('toonooki mar', 'steal driver', 'Metal', 'Super Glider*')",-0.5,1.5,0.5,N
"('toonooki mar', 'steal driver', 'Metal', 'Wario*')",-0.5,1.5,0.5,N
"('metal mario', 'sport bike', 'Metal', 'Super Glider*')",-1.25,1.75,0.5,
"('metal mario', 'sport bike', 'Metal', 'Wario*')",-1.25,1.75,0.5,
"('metal mario', 'sneeker', 'Metal', 'Super Glider*')",-1.25,1.75,0.5,
"('metal mario', 'sneeker', 'Metal', 'Wario*')",-1.25,1.75,0.5,
"('luigi', 'circuit soecial', 'Metal', 'Super Glider*')",-1,1.75,0.5,N
"('luigi', 'circuit soecial', 'Metal', 'Wario*')",-1,1.75,0.5,N
"('rosalina', 'sport bike', 'Metal', 'Super Glider*')",-1,1.75,0.5,N
"('rosalina', 'sport bike', 'Metal', 'Wario*')",-1,1.75,0.5,N
"('rosalina', 'sneeker', 'Metal', 'Super Glider*')",-1,1.75,0.5,N
"('rosalina', 'sneeker', 'Metal', 'Wario*')",-1,1.75,0.5,N
"('waluigi', 'koopa clown', 'Metal', 'Super Glider*')",-1,1.75,0.5,N
"('waluigi', 'koopa clown', 'Metal', 'Wario*')",-1,1.75,0.5,N
"('luigi', 'steal driver', 'Metal', 'Super Glider*')",-0.75,1.75,0.5,N
"('luigi', 'steal driver', 'Metal', 'Wario*')",-0.75,1.75,0.5,N
"('bowser', 'landship', 'button', 'Clouds*')",0,-0.5,0.75,
"('bowser', 'landship', 'button', 'Peach Parasol*')",0,-0.5,0.75,
"('bowser', 'biddybuggy', 'sponge', 'Clouds*')",0.25,-0.5,0.75,N
